Field,Dataset,Product,Obj__Id,Time,Duration_s,Area_Count,Elevation_,Swth_Wdth_,Y_Offset_f,Yld_Mass_W,Yld_Vol_Dr,Moisture__,Pass_Num,Track_deg_,Distance_f,Crop_Flw_M,Crop_Flw_V,Yld_Mass_D,Yld_Vol_We,Speed_mph_,Prod_ac_h_,Date,geometry,CRS
FENDT,L13: (ISO_ADAPT),NO Product,3741.0,2024-10-07,0.819,On,3152.3622,2.5,1.25,2433.8744,46.3956,7.6,19.0,0.0,7.5465,1.2871,89.1069,2433.8744,46.8053,6.2825,1.9038,2024-10-07,POINT (-114.25555849999999 51.8847016),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3742.0,2024-10-07,1.506,On,3152.2638,2.5,1.25,2321.611,44.2985,7.5585,19.0,359.9091,14.1817,1.2547,86.8643,2321.611,44.6464,6.4205,1.9456,2024-10-07,POINT (-114.2555586 51.8847405),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3743.0,2024-10-07,0.899,On,3152.1752,2.5,1.25,2163.3646,41.3426,7.5,19.0,359.5447,8.4947,1.1732,81.2207,2163.3646,41.6032,6.4425,1.9523,2024-10-07,POINT (-114.2555589 51.884763799999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3744.0,2024-10-07,0.819,On,3152.1752,5.0,0.0,2249.0141,42.9503,7.4,19.0,359.4948,7.6562,2.4132,167.0711,2249.0141,43.2503,6.3738,3.8629,2024-10-07,POINT (-114.2555592 51.8847848),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3745.0,2024-10-07,1.313,On,3151.9685,5.0,0.0,2232.605,42.6229,7.4238,19.0,359.4815,12.4322,2.4265,167.9872,2232.605,42.9347,6.4558,3.9126,2024-10-07,POINT (-114.25555969999999 51.8848189),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3746.0,2024-10-07,1.197,On,3151.8832,5.0,0.0,2179.9592,41.5723,7.5,19.0,359.2116,11.4485,2.3932,165.6845,2179.9592,41.9223,6.5211,3.9522,2024-10-07,POINT (-114.2555604 51.8848503),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3747.0,2024-10-07,0.92,On,3151.7979,2.5,-1.25,1983.943,37.8709,7.4233,19.0,359.0552,9.553,1.1823,81.8519,1983.943,38.1527,7.0798,2.1454,2024-10-07,POINT (-114.2555611 51.8848765),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3748.0,2024-10-07,1.504,On,3151.706,2.5,-1.25,1955.1334,37.3267,7.3807,19.0,358.9203,14.33,1.0691,74.0159,1955.1334,37.5987,6.4963,1.9686,2024-10-07,POINT (-114.2555623 51.884915799999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3749.0,2024-10-07,0.805,On,3151.6306,2.5,-1.25,2082.7113,39.7348,7.3,19.0,358.8213,7.6575,1.137,78.7175,2082.7113,40.0521,6.4858,1.9654,2024-10-07,POINT (-114.255563 51.8849368),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3750.0,2024-10-07,1.425,On,3151.6371,2.5,-1.25,2054.7274,39.1994,7.3,19.0,358.7337,13.237,1.0954,75.8366,2054.7274,39.514,6.3335,1.9192,2024-10-07,POINT (-114.25556429999999 51.884973099999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3751.0,2024-10-07,0.901,On,3151.6503,2.5,-1.25,2016.6898,38.4716,7.3,19.0,359.1047,8.6413,1.1101,76.8498,2016.6898,38.7825,6.5392,1.9816,2024-10-07,POINT (-114.2555649 51.884996799999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3752.0,2024-10-07,1.213,On,3151.7093,2.5,-1.25,1934.3298,36.9473,7.2336,19.0,359.7726,11.3381,1.0377,71.839,1934.3298,37.1987,6.3731,1.9312,2024-10-07,POINT (-114.2555651 51.8850279),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3753.0,2024-10-07,0.899,On,3152.9199,30.0,-5.0,1072.9389,20.4416,6.6,20.0,179.7857,6.0154,4.9444,342.3027,1072.9389,20.6334,4.5622,16.5897,2024-10-07,POINT (-114.25584599999999 51.889249199999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3754.0,2024-10-07,1.021,On,3152.9331,30.0,-5.0,1072.9389,20.4416,6.6,20.0,179.8099,6.781,4.9076,339.7603,1072.9389,20.6334,4.5283,16.4665,2024-10-07,POINT (-114.2558459 51.8892306),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3755.0,2024-10-07,0.904,On,3152.9331,30.0,-5.0,935.8104,17.9151,6.6,20.0,179.7762,5.7602,4.1067,284.3072,935.8104,17.9964,4.3445,15.798,2024-10-07,POINT (-114.25584579999999 51.8892148),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3756.0,2024-10-07,1.31,On,3152.9856,30.0,-5.0,947.3535,18.1321,6.6,20.0,180.1392,9.26,4.612,319.2889,947.3535,18.2183,4.8196,17.5257,2024-10-07,POINT (-114.2558459 51.8891894),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3757.0,2024-10-07,1.206,On,3152.9659,30.0,-5.0,1088.5521,20.7861,6.6,20.0,180.0,8.0569,5.0084,346.7387,1088.5521,20.9337,4.555,16.5637,2024-10-07,POINT (-114.2558459 51.8891673),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3758.0,2024-10-07,1.512,On,3152.9921,30.0,-5.0,1589.5127,30.3179,6.6,20.0,180.1398,9.2236,6.6779,462.3194,1589.5127,30.5676,4.1593,15.1245,2024-10-07,POINT (-114.25584599999999 51.889142),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3759.0,2024-10-07,1.118,On,3153.061,30.0,-5.0,1552.0925,29.6112,6.6,20.0,180.0,7.984,7.6336,528.4793,1552.0925,29.8479,4.8691,17.7057,2024-10-07,POINT (-114.25584599999999 51.8891201),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3760.0,2024-10-07,1.295,On,3153.0741,30.0,-5.0,1394.9276,26.643,6.6,20.0,180.0,8.6038,6.3827,441.8776,1394.9276,26.8255,4.5299,16.4723,2024-10-07,POINT (-114.25584599999999 51.8890965),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3761.0,2024-10-07,1.014,On,3153.0906,30.0,-5.0,1342.0532,25.6501,6.6,20.0,180.0,6.6716,6.0812,421.0086,1342.0532,25.8087,4.486,16.3127,2024-10-07,POINT (-114.25584599999999 51.8890782),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3762.0,2024-10-07,0.607,On,3153.1102,30.0,-5.0,1327.6571,25.3798,6.6,20.0,180.0,4.0102,6.0409,418.2134,1327.6571,25.5319,4.5045,16.3801,2024-10-07,POINT (-114.25584599999999 51.8890672),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3763.0,2024-10-07,1.21,On,3153.1594,30.0,-5.0,1318.681,25.2048,6.608,20.0,179.8489,8.5309,6.403,443.2817,1318.681,25.3593,4.807,17.4801,2024-10-07,POINT (-114.2558459 51.889043799999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3764.0,2024-10-07,0.756,On,3153.1594,30.0,-5.0,1215.6881,23.1978,6.7,20.0,180.0,2.6613,2.9474,204.0475,1215.6881,23.3786,2.4002,8.728,2024-10-07,POINT (-114.2558459 51.889036499999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3765.0,2024-10-07,0.648,On,3153.2054,30.0,-5.0,1215.6881,23.1978,6.7,20.0,180.0,6.6351,8.5729,593.5081,1215.6881,23.3786,6.9814,25.3868,2024-10-07,POINT (-114.2558459 51.8890183),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3766.0,2024-10-07,0.413,On,3153.2382,30.0,-5.0,1295.8954,24.6907,6.7,20.0,180.0,2.6249,5.6723,392.6996,1295.8954,24.9211,4.3334,15.7577,2024-10-07,POINT (-114.2558459 51.8890111),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3767.0,2024-10-07,1.355,On,3153.2972,30.0,-5.0,1295.8954,24.6907,6.7,20.0,180.0,6.5987,4.3463,300.8966,1295.8954,24.9211,3.3204,12.074,2024-10-07,POINT (-114.2558459 51.888993),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3768.0,2024-10-07,0.0,On,3153.2972,30.0,-5.0,1295.8954,24.6907,6.7,20.0,180.0,0.6927,0.0,0.0,1295.8954,0.0,0.0,0.0,2024-10-07,POINT (-114.2558459 51.8889911),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3769.0,2024-10-07,0.867,On,3153.3268,30.0,-5.0,1312.6029,25.0185,6.7114,20.0,180.0,7.3278,7.6405,528.9546,1312.6029,25.2424,5.7627,20.955,2024-10-07,POINT (-114.2558459 51.888971),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3770.0,2024-10-07,0.605,On,3153.3268,30.0,-5.0,1442.2133,27.5617,6.8,20.0,180.0,4.0102,6.5838,455.8006,1442.2133,27.7349,4.5194,16.4342,2024-10-07,POINT (-114.2558459 51.88896),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3771.0,2024-10-07,1.097,On,3153.376,30.0,-5.0,1442.2133,27.5617,6.8,20.0,180.0,7.3278,6.6348,459.3323,1442.2133,27.7349,4.5544,16.5615,2024-10-07,POINT (-114.2558459 51.8889399),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3772.0,2024-10-07,1.209,On,3153.3825,30.0,-5.0,1282.6018,24.461,6.8,20.0,180.0,7.9111,5.7801,400.1597,1282.6018,24.6654,4.4615,16.2235,2024-10-07,POINT (-114.2558459 51.8889182),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3773.0,2024-10-07,0.823,On,3153.3825,30.0,-5.0,1282.6018,24.461,6.8,20.0,179.7594,5.3592,5.752,398.2183,1282.6018,24.6654,4.4398,16.1448,2024-10-07,POINT (-114.25584579999999 51.8889035),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3774.0,2024-10-07,0.794,On,3153.3825,30.0,-5.0,1038.5007,19.8674,6.7,20.0,180.0,5.2862,4.7617,329.657,1038.5007,19.9712,4.5393,16.5066,2024-10-07,POINT (-114.25584579999999 51.888889),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3775.0,2024-10-07,1.021,On,3153.4154,30.0,-5.0,1038.5007,19.8674,6.7,20.0,180.1768,7.2914,5.1077,353.6073,1038.5007,19.9712,4.8691,17.7059,2024-10-07,POINT (-114.2558459 51.888869),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3776.0,2024-10-07,1.19,On,3153.4613,30.0,-5.0,1005.3115,19.1784,6.7,20.0,180.1615,7.984,4.6452,321.5937,1005.3115,19.3329,4.5745,16.6345,2024-10-07,POINT (-114.25584599999999 51.8888471),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3777.0,2024-10-07,0.929,On,3153.4613,30.0,-5.0,1005.3115,19.1784,6.7,20.0,180.2439,5.2863,3.9397,272.7501,1005.3115,19.3329,3.8797,14.1081,2024-10-07,POINT (-114.2558461 51.8888326),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3778.0,2024-10-07,0.996,On,3153.5564,32.5,-3.75,1149.8182,21.9629,6.7,20.0,179.8249,7.3643,6.343,439.1303,1149.8182,22.1119,5.0413,19.8595,2024-10-07,POINT (-114.25584599999999 51.8888124),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3779.0,2024-10-07,1.008,On,3153.5761,32.5,-3.75,1184.1049,22.6236,6.7,20.0,180.0,6.4893,5.6875,393.7493,1184.1049,22.7712,4.3894,17.2915,2024-10-07,POINT (-114.25584599999999 51.8887946),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3780.0,2024-10-07,0.808,On,3153.5761,32.5,-3.75,1317.7538,25.1501,6.8,20.0,180.0,4.7029,5.7225,396.1711,1317.7538,25.3414,3.9685,15.6333,2024-10-07,POINT (-114.25584599999999 51.888781699999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3781.0,2024-10-07,1.305,On,3153.6286,32.5,-3.75,1317.7538,25.1501,6.8,20.0,179.8258,7.4007,5.5756,386.0042,1317.7538,25.3414,3.8666,15.2321,2024-10-07,POINT (-114.2558459 51.8887614),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3782.0,2024-10-07,0.703,On,3153.6286,32.5,-3.75,1547.7585,29.514,6.9,20.0,180.0,3.7915,6.2281,431.1728,1547.7585,29.7646,3.6773,14.4861,2024-10-07,POINT (-114.2558459 51.888751),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3783.0,2024-10-07,1.308,On,3153.7008,32.5,-3.75,1591.9027,30.3657,6.9,20.0,180.0,7.1455,6.4884,449.1951,1591.9027,30.6135,3.7247,14.6731,2024-10-07,POINT (-114.2558459 51.8887314),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3784.0,2024-10-07,1.112,On,3153.7139,32.5,-3.75,1696.5746,32.385,6.9,20.0,180.0,6.6351,7.5528,522.8893,1696.5746,32.6264,4.0683,16.0266,2024-10-07,POINT (-114.2558459 51.8887132),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3785.0,2024-10-07,1.332,On,3153.75,32.5,-3.75,1604.7957,30.6164,6.821,20.0,180.0,7.182,6.4558,446.9428,1604.7957,30.8615,3.6763,14.4822,2024-10-07,POINT (-114.2558459 51.888693499999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3786.0,2024-10-07,0.986,On,3153.75,32.5,-3.75,1464.161,27.9062,6.7,20.0,180.0,5.505,6.099,422.2397,1464.161,28.1569,3.8067,14.9959,2024-10-07,POINT (-114.2558459 51.888678399999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3787.0,2024-10-07,1.207,On,3153.7434,32.5,-3.75,1500.1957,28.6113,6.7,20.0,180.1943,6.6352,6.153,425.9756,1500.1957,28.8499,3.7481,14.7652,2024-10-07,POINT (-114.25584599999999 51.8886602),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3788.0,2024-10-07,0.908,On,3153.7533,35.0,-2.5,1575.6838,30.0882,6.7,20.0,180.0,4.9581,6.9132,478.6048,1575.6838,30.3016,3.7231,15.7947,2024-10-07,POINT (-114.25584599999999 51.888646599999994),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3789.0,2024-10-07,0.602,On,3153.7467,35.0,-2.5,1575.6838,30.0882,6.7,20.0,180.0,3.2811,6.9003,477.7162,1575.6838,30.3016,3.7161,15.7654,2024-10-07,POINT (-114.25584599999999 51.888637599999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3790.0,2024-10-07,1.526,On,3153.7336,35.0,-2.5,1575.6838,30.0882,6.7,20.0,180.0,8.3121,6.8961,477.424,1575.6838,30.3016,3.7139,15.7557,2024-10-07,POINT (-114.25584599999999 51.8886148),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3791.0,2024-10-07,0.703,On,3153.6778,35.0,-2.5,1573.2464,30.0248,6.7,20.0,180.0,3.9373,7.0798,490.1399,1573.2464,30.2547,3.8187,16.2004,2024-10-07,POINT (-114.25584599999999 51.888604),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3792.0,2024-10-07,1.31,On,3153.645,35.0,-2.5,1566.8512,29.8585,6.7,20.0,180.1804,7.1455,6.8671,475.4114,1566.8512,30.1318,3.7191,15.7778,2024-10-07,POINT (-114.2558461 51.8885844),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3793.0,2024-10-07,1.112,On,3153.6286,35.0,-2.5,1513.9448,28.9398,6.7,20.0,180.0,6.0518,6.6202,458.3194,1513.9448,29.1143,3.7106,15.7421,2024-10-07,POINT (-114.2558461 51.8885678),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3794.0,2024-10-07,0.908,On,3153.622,35.0,-2.5,1513.9448,28.9398,6.7,20.0,179.7674,5.5415,7.4238,513.9563,1513.9448,29.1143,4.1611,17.653,2024-10-07,POINT (-114.25584599999999 51.8885526),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3795.0,2024-10-07,1.088,On,3153.5925,35.0,-2.5,1490.6549,28.4484,6.6287,20.0,180.0,4.4113,4.8561,336.1928,1490.6549,28.6664,2.7644,11.7277,2024-10-07,POINT (-114.25584599999999 51.8885405),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3796.0,2024-10-07,0.827,On,3153.5696,35.0,-2.5,1481.2909,28.2508,6.6,20.0,179.787,6.0519,8.7097,602.9771,1481.2909,28.4864,4.9894,21.1672,2024-10-07,POINT (-114.2558459 51.888523899999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3797.0,2024-10-07,1.113,On,3153.5335,35.0,-2.5,1508.7701,28.825,6.7,20.0,180.0,6.0883,6.6313,459.0915,1508.7701,29.0148,3.7296,15.8227,2024-10-07,POINT (-114.2558459 51.8885072),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3798.0,2024-10-07,0.592,On,3153.4941,35.0,-2.5,1508.7701,28.825,6.7,20.0,180.0,2.7707,5.6738,392.7985,1508.7701,29.0148,3.1911,13.5379,2024-10-07,POINT (-114.2558459 51.888499599999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3799.0,2024-10-07,0.71,On,3153.4711,35.0,-2.5,1508.7701,28.825,6.7,20.0,180.0,4.4113,7.5319,521.4407,1508.7701,29.0148,4.2362,17.9715,2024-10-07,POINT (-114.2558459 51.8884875),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3800.0,2024-10-07,1.21,On,3153.4678,35.0,-2.5,1618.9547,30.8921,6.9,20.0,180.1954,6.5987,7.0939,491.1174,1618.9547,31.1337,3.7183,15.7744,2024-10-07,POINT (-114.25584599999999 51.8884694),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3801.0,2024-10-07,1.017,On,3153.4219,35.0,-2.5,1618.9547,30.8921,6.9,20.0,179.7704,5.6144,7.1811,497.1562,1618.9547,31.1337,3.764,15.9684,2024-10-07,POINT (-114.2558459 51.888453999999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3802.0,2024-10-07,0.896,On,3153.3661,37.5,-1.25,1728.3363,32.9592,6.9,20.0,180.2439,5.2863,8.7783,607.7294,1728.3363,33.2372,4.0226,18.2846,2024-10-07,POINT (-114.25584599999999 51.8884395),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3803.0,2024-10-07,1.001,On,3153.3596,37.5,-1.25,1728.3363,32.9592,6.9,20.0,180.0,6.5622,9.7541,675.2814,1728.3363,33.2372,4.4698,20.317,2024-10-07,POINT (-114.25584599999999 51.8884215),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3804.0,2024-10-07,1.114,On,3153.3497,37.5,-1.25,1591.0294,30.3179,6.9,20.0,180.0,6.5257,8.0235,555.4745,1591.0294,30.5967,3.9941,18.1547,2024-10-07,POINT (-114.25584599999999 51.8884036),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3805.0,2024-10-07,1.218,On,3153.3465,37.5,-1.25,1637.5316,31.2117,6.8741,20.0,180.0,7.0726,8.1858,566.7117,1637.5316,31.491,3.9591,17.996,2024-10-07,POINT (-114.25584599999999 51.8883842),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3806.0,2024-10-07,1.098,On,3153.3202,37.5,-1.25,1770.2689,33.7631,6.8,20.0,180.0,6.5257,9.0575,627.0584,1770.2689,34.0436,4.0523,18.4193,2024-10-07,POINT (-114.25584599999999 51.888366299999994),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3807.0,2024-10-07,1.116,On,3153.3202,35.0,-2.5,1687.7776,32.1931,6.8,20.0,180.0,6.4893,7.8855,545.9161,1687.7776,32.4573,3.9646,16.8195,2024-10-07,POINT (-114.25584599999999 51.8883485),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3808.0,2024-10-07,1.016,On,3153.3465,35.0,-2.5,1655.6234,31.5811,6.8,20.0,180.2183,5.906,7.7329,535.3538,1655.6234,31.8389,3.9634,16.8144,2024-10-07,POINT (-114.2558461 51.888332299999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3809.0,2024-10-07,1.089,On,3153.3825,35.0,-2.5,1729.0383,33.0,6.8824,20.0,180.0,6.6716,8.5111,589.227,1729.0383,33.2507,4.177,17.7207,2024-10-07,POINT (-114.2558461 51.888314),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3810.0,2024-10-07,1.114,On,3153.4318,35.0,-2.5,1744.7525,33.3037,6.9,20.0,179.7956,6.307,7.9369,549.4806,1744.7525,33.5529,3.8602,16.3765,2024-10-07,POINT (-114.25584599999999 51.8882967),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3811.0,2024-10-07,0.922,On,3153.4547,35.0,-2.5,1746.7342,33.3675,6.9,20.0,180.0,5.2133,7.9357,549.3977,1746.7342,33.591,3.8552,16.3555,2024-10-07,POINT (-114.25584599999999 51.888282399999994),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3812.0,2024-10-07,0.898,On,3153.4547,35.0,-2.5,1748.3212,33.4186,6.9,20.0,180.26,4.9582,7.7561,536.9615,1748.3212,33.6216,3.7645,15.9707,2024-10-07,POINT (-114.2558461 51.8882688),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3813.0,2024-10-07,1.307,On,3153.5728,35.0,-2.5,1697.3776,32.385,6.6,20.0,180.0,7.7653,8.1029,560.967,1697.3776,32.6419,4.0509,17.1855,2024-10-07,POINT (-114.2558461 51.8882475),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3814.0,2024-10-07,1.113,On,3153.5991,35.0,-2.5,1697.3776,32.385,6.6,20.0,179.8002,6.4529,7.9071,547.4117,1697.3776,32.6419,3.953,16.7702,2024-10-07,POINT (-114.25584599999999 51.8882298),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3815.0,2024-10-07,0.898,On,3153.6286,35.0,-2.5,1791.6813,34.2225,6.6,20.0,180.0,5.3956,8.6497,598.8265,1791.6813,34.4554,4.0967,17.3798,2024-10-07,POINT (-114.25584599999999 51.888214999999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3816.0,2024-10-07,0.917,On,3153.6581,35.0,-2.5,1791.6813,34.2225,6.6,20.0,179.7611,5.3956,8.4706,586.4241,1791.6813,34.4554,4.0118,17.0198,2024-10-07,POINT (-114.2558459 51.8882002),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3817.0,2024-10-07,0.607,On,3153.6581,35.0,-2.5,1758.4029,33.5334,6.6,20.0,180.0,3.5728,8.3159,575.7191,1758.4029,33.8154,4.0131,17.0253,2024-10-07,POINT (-114.2558459 51.8881904),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3818.0,2024-10-07,1.501,On,3153.645,35.0,-2.5,1758.4029,33.5334,6.6,20.0,180.0,8.7861,8.2701,572.545,1758.4029,33.8154,3.991,16.9315,2024-10-07,POINT (-114.2558459 51.888166299999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3819.0,2024-10-07,1.213,On,3153.6549,35.0,-2.5,1617.5272,30.8921,6.6,20.0,180.0,7.0361,7.5388,521.9188,1617.5272,31.1063,3.955,16.7786,2024-10-07,POINT (-114.2558459 51.888147),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3820.0,2024-10-07,0.703,On,3153.6614,35.0,-2.5,1617.5272,30.8921,6.6,20.0,180.3157,4.0832,7.5488,522.6076,1617.5272,31.1063,3.9602,16.8007,2024-10-07,POINT (-114.25584599999999 51.8881358),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3821.0,2024-10-07,1.21,On,3153.6188,35.0,-2.5,1639.0288,31.2366,6.5,20.0,180.0,7.0361,7.658,530.1679,1639.0288,31.5198,3.9648,16.8202,2024-10-07,POINT (-114.25584599999999 51.888116499999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3822.0,2024-10-07,1.208,On,3153.5991,35.0,-2.5,1634.2525,31.1539,6.452,20.0,180.0,7.583,8.2427,570.6508,1634.2525,31.4279,4.28,18.1574,2024-10-07,POINT (-114.25584599999999 51.8880957),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3823.0,2024-10-07,1.213,On,3153.5531,35.0,-2.5,1619.1331,30.8921,6.3,20.0,180.1851,6.9633,7.4682,517.0259,1619.1331,31.1372,3.914,16.6048,2024-10-07,POINT (-114.2558461 51.8880766),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3824.0,2024-10-07,0.711,On,3153.5039,35.0,-2.5,1619.1331,30.8921,6.3,20.0,180.0,4.0831,7.4711,517.2326,1619.1331,31.1372,3.9156,16.6114,2024-10-07,POINT (-114.2558461 51.888065399999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3825.0,2024-10-07,0.402,On,3153.5039,35.0,-2.5,1417.6783,27.1024,6.3,20.0,180.0,0.5833,1.6528,114.4265,1417.6783,27.263,0.9893,4.1971,2024-10-07,POINT (-114.2558461 51.8880638),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3826.0,2024-10-07,0.0,On,3153.5039,35.0,-2.5,1417.6783,27.1024,6.3,20.0,180.0,0.5833,0.0,0.0,1417.6783,0.0,0.0,0.0,2024-10-07,POINT (-114.2558461 51.8880622),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3827.0,2024-10-07,0.611,On,3153.458,35.0,-2.5,1417.6783,27.1024,6.3,20.0,180.0,4.63,8.6317,597.5786,1417.6783,27.263,5.1666,21.919,2024-10-07,POINT (-114.2558461 51.8880495),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3828.0,2024-10-07,1.001,On,3153.4154,35.0,-2.5,1368.3391,26.1531,6.3,20.0,180.0,5.7966,6.3667,440.7696,1368.3391,26.3142,3.9483,16.7502,2024-10-07,POINT (-114.2558461 51.8880336),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3829.0,2024-10-07,0.981,On,3153.3924,35.0,-2.5,1292.3266,24.6907,6.3,20.0,180.2784,4.6301,4.9008,339.2868,1292.3266,24.8524,3.218,13.6521,2024-10-07,POINT (-114.2558462 51.8880209),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3830.0,2024-10-07,1.044,On,3153.3825,35.0,-2.5,1422.0349,27.1652,6.2608,20.0,180.0,6.8174,7.4612,516.5427,1422.0349,27.3468,4.4523,18.8886,2024-10-07,POINT (-114.2558462 51.888002199999995),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3831.0,2024-10-07,1.502,On,3153.3891,35.0,-2.5,1623.4156,31.0069,6.2,20.0,179.8508,8.6403,7.5035,519.4748,1623.4156,31.2195,3.9222,16.6394,2024-10-07,POINT (-114.2558461 51.887978499999996),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3832.0,2024-10-07,1.213,On,3153.3694,35.0,-2.5,1613.5124,30.7773,6.2,20.0,179.8316,7.6559,8.1825,566.4839,1613.5124,31.0291,4.3033,18.2565,2024-10-07,POINT (-114.25584599999999 51.8879575),EPSG:4326
FENDT,L13: (ISO_ADAPT),NO Product,3833.0,2024-10-07,0.92,On,3153.3727,35.0,-2.5,1613.5124,30.7773,6.2,20.0,180.0,5.2862,7.4492,515.7121,1613.5124,31.0291,3.9177,16.6203,2024-10-07,POINT (-114.25584599999999 51.887943),EPSG:4326
