,geometry,yield,CRS
15127,POINT (-81.88397600000002 42.736695499999996),250.3057,EPSG:4326
15128,POINT (-81.88395830000002 42.73669559999999),244.2607,EPSG:4326
15132,POINT (-81.883884 42.736695999999995),234.0633,EPSG:4326
15133,POINT (-81.88386510000001 42.73669609999999),231.1499,EPSG:4326
15134,POINT (-81.88384640000001 42.73669629999998),230.8082,EPSG:4326
15135,POINT (-81.8838274 42.7366964),225.0557,EPSG:4326
15136,POINT (-81.88380850000001 42.7366964),222.0874,EPSG:4326
15137,POINT (-81.8837896 42.7366964),212.33,EPSG:4326
15138,POINT (-81.88377060000002 42.7366964),230.586,EPSG:4326
15139,POINT (-81.8837517 42.736696499999994),216.5128,EPSG:4326
15140,POINT (-81.883733 42.736696499999994),232.471,EPSG:4326
15141,POINT (-81.883714 42.73669669999998),222.2215,EPSG:4326
15142,POINT (-81.8836953 42.73669659999999),233.1572,EPSG:4326
15143,POINT (-81.8836761 42.736696799999976),214.5709,EPSG:4326
15144,POINT (-81.88365720000002 42.736696799999976),228.3558,EPSG:4326
15145,POINT (-81.88363820000001 42.7366969),225.233,EPSG:4326
15146,POINT (-81.8836192 42.7366969),216.676,EPSG:4326
15147,POINT (-81.8836004 42.73669719999998),225.5652,EPSG:4326
15148,POINT (-81.88358120000001 42.73669709999999),223.0975,EPSG:4326
15149,POINT (-81.8835623 42.736697299999975),218.7335,EPSG:4326
15150,POINT (-81.88354330000001 42.736697299999975),239.3998,EPSG:4326
15151,POINT (-81.8835245 42.73669749999999),233.6652,EPSG:4326
15152,POINT (-81.88350550000001 42.73669749999999),235.5753,EPSG:4326
15153,POINT (-81.88348680000001 42.73669769999998),234.4524,EPSG:4326
15154,POINT (-81.88346770000001 42.73669769999998),229.5699,EPSG:4326
15155,POINT (-81.88344890000002 42.736697599999985),222.7994,EPSG:4326
15156,POINT (-81.88342990000001 42.73669769999998),236.1815,EPSG:4326
15157,POINT (-81.88341120000001 42.7366978),250.1772,EPSG:4326
15158,POINT (-81.8833923 42.7366978),234.8452,EPSG:4326
15159,POINT (-81.8833735 42.73669769999998),237.2302,EPSG:4326
15160,POINT (-81.8833549 42.7366978),229.2211,EPSG:4326
15161,POINT (-81.88333589999999 42.736697899999996),217.82,EPSG:4326
15162,POINT (-81.8833175 42.73669799999999),219.7631,EPSG:4326
15163,POINT (-81.88329860000002 42.7366978),209.551,EPSG:4326
15164,POINT (-81.88328000000001 42.73669799999999),212.4468,EPSG:4326
15165,POINT (-81.88326140000001 42.736698099999984),226.5701,EPSG:4326
15166,POINT (-81.8832428 42.736698099999984),219.1245,EPSG:4326
15167,POINT (-81.88322440000002 42.73669819999998),223.3221,EPSG:4326
15168,POINT (-81.88320580000001 42.736698399999995),219.685,EPSG:4326
15169,POINT (-81.8831873 42.73669849999999),232.8519,EPSG:4326
15170,POINT (-81.8831686 42.73669849999999),231.6127,EPSG:4326
15171,POINT (-81.8831501 42.73669849999999),244.0303,EPSG:4326
15172,POINT (-81.88313160000001 42.73669849999999),238.3084,EPSG:4326
15173,POINT (-81.8831131 42.73669849999999),237.4313,EPSG:4326
15174,POINT (-81.88309459999999 42.73669849999999),237.9293,EPSG:4326
15175,POINT (-81.88307600000002 42.73669849999999),242.8341,EPSG:4326
15176,POINT (-81.8830576 42.73669849999999),243.0432,EPSG:4326
15177,POINT (-81.88303920000001 42.73669859999998),247.5725,EPSG:4326
15178,POINT (-81.88302060000001 42.73669859999998),232.6905,EPSG:4326
15179,POINT (-81.883002 42.7366988),230.067,EPSG:4326
15180,POINT (-81.8829835 42.73669909999998),227.7427,EPSG:4326
15181,POINT (-81.88296500000001 42.7366993),236.5851,EPSG:4326
15182,POINT (-81.8829465 42.736699499999986),225.4447,EPSG:4326
15183,POINT (-81.88292799999999 42.7366997),238.0409,EPSG:4326
15184,POINT (-81.8829092 42.73669989999999),237.1285,EPSG:4326
15185,POINT (-81.88289080000001 42.736699999999985),243.2643,EPSG:4326
15187,POINT (-81.88285350000001 42.73670009999998),188.4489,EPSG:4326
15188,POINT (-81.8828346 42.736699999999985),228.043,EPSG:4326
15189,POINT (-81.88281600000002 42.736699999999985),236.0943,EPSG:4326
15190,POINT (-81.8827971 42.7366998),227.8979,EPSG:4326
15191,POINT (-81.88277830000001 42.7366998),227.1603,EPSG:4326
15192,POINT (-81.88275960000001 42.7366998),228.4736,EPSG:4326
15193,POINT (-81.8827408 42.7366997),225.4577,EPSG:4326
15194,POINT (-81.882722 42.7366998),244.1956,EPSG:4326
15195,POINT (-81.88270320000001 42.7366998),225.322,EPSG:4326
15196,POINT (-81.8826847 42.736699999999985),233.6411,EPSG:4326
29803,POINT (-81.8961773 42.73728009999999),197.3126,EPSG:4326
29804,POINT (-81.896177 42.73729419999998),217.0525,EPSG:4326
29805,POINT (-81.8961768 42.737308299999995),216.5831,EPSG:4326
29806,POINT (-81.8961768 42.73732229999999),216.7144,EPSG:4326
29807,POINT (-81.8961768 42.73733629999998),216.1177,EPSG:4326
29808,POINT (-81.896177 42.73735049999999),212.8996,EPSG:4326
29809,POINT (-81.8961773 42.737364499999984),195.2574,EPSG:4326
29810,POINT (-81.89617760000002 42.737378699999994),197.4841,EPSG:4326
29811,POINT (-81.89617810000001 42.73739279999998),194.9629,EPSG:4326
29812,POINT (-81.8961784 42.73740699999999),202.3573,EPSG:4326
29813,POINT (-81.8961788 42.73742109999998),195.5297,EPSG:4326
29814,POINT (-81.8961792 42.73743539999998),208.9905,EPSG:4326
29815,POINT (-81.8961793 42.7374499),207.7367,EPSG:4326
29816,POINT (-81.8961797 42.7374657),212.6296,EPSG:4326
29817,POINT (-81.8961803 42.737481599999995),210.9751,EPSG:4326
29818,POINT (-81.8961807 42.73749749999999),225.4331,EPSG:4326
29819,POINT (-81.89618090000002 42.7375136),224.5466,EPSG:4326
29820,POINT (-81.89618140000002 42.73752969999998),225.3291,EPSG:4326
29821,POINT (-81.8961816 42.737545599999976),218.1601,EPSG:4326
29822,POINT (-81.8961821 42.737561399999976),223.9174,EPSG:4326
29823,POINT (-81.8961826 42.7375773),209.232,EPSG:4326
29824,POINT (-81.89618300000001 42.7375931),216.2318,EPSG:4326
29825,POINT (-81.89618330000002 42.737608799999975),212.5852,EPSG:4326
29826,POINT (-81.8961836 42.737624899999986),212.5433,EPSG:4326
29827,POINT (-81.89618390000001 42.73764059999999),213.7188,EPSG:4326
29828,POINT (-81.8961842 42.73765659999998),209.876,EPSG:4326
29829,POINT (-81.89618440000001 42.73767219999999),210.885,EPSG:4326
29830,POINT (-81.8961845 42.737688099999986),217.4566,EPSG:4326
29831,POINT (-81.89618469999999 42.73770379999999),213.2069,EPSG:4326
29832,POINT (-81.89618469999999 42.73771959999999),216.1049,EPSG:4326
29833,POINT (-81.89618469999999 42.737735499999985),220.4774,EPSG:4326
29834,POINT (-81.8961846 42.737751299999985),219.4597,EPSG:4326
29835,POINT (-81.8961846 42.737767099999985),219.9497,EPSG:4326
29836,POINT (-81.89618469999999 42.7377831),207.06,EPSG:4326
29837,POINT (-81.89618480000001 42.7377989),207.9513,EPSG:4326
29838,POINT (-81.89618520000002 42.73781489999999),200.1258,EPSG:4326
29839,POINT (-81.89618540000001 42.73783069999999),195.3781,EPSG:4326
29840,POINT (-81.89618580000001 42.73784659999998),190.1687,EPSG:4326
29841,POINT (-81.89618620000002 42.73786239999998),199.7748,EPSG:4326
29842,POINT (-81.8961865 42.73787819999998),190.5829,EPSG:4326
29843,POINT (-81.896187 42.73789389999999),203.6761,EPSG:4326
29844,POINT (-81.8961874 42.737909599999995),188.6681,EPSG:4326
29845,POINT (-81.8961878 42.737925399999995),210.6976,EPSG:4326
29846,POINT (-81.89618820000001 42.737941199999995),203.5842,EPSG:4326
29847,POINT (-81.8961885 42.7379569),217.9728,EPSG:4326
29848,POINT (-81.89618860000002 42.73797259999998),209.9449,EPSG:4326
29849,POINT (-81.89618860000002 42.73798819999999),223.1018,EPSG:4326
29850,POINT (-81.8961888 42.73800399999999),213.6586,EPSG:4326
29851,POINT (-81.8961889 42.738019699999995),217.4313,EPSG:4326
29852,POINT (-81.89618920000001 42.73803529999998),216.2593,EPSG:4326
29853,POINT (-81.89618910000002 42.73805109999998),216.0977,EPSG:4326
29854,POINT (-81.8961893 42.73806669999999),215.6373,EPSG:4326
29855,POINT (-81.8961894 42.73808249999999),221.5889,EPSG:4326
29856,POINT (-81.8961894 42.738098199999996),212.7109,EPSG:4326
29857,POINT (-81.8961893 42.7381139),211.9266,EPSG:4326
29858,POINT (-81.89618910000002 42.738129799999996),206.4558,EPSG:4326
29859,POINT (-81.8961889 42.738145599999996),221.6762,EPSG:4326
29860,POINT (-81.8961889 42.73816149999999),203.4357,EPSG:4326
29861,POINT (-81.8961889 42.738177399999984),204.8512,EPSG:4326
29862,POINT (-81.8961893 42.738193499999994),184.7562,EPSG:4326
29863,POINT (-81.89618950000002 42.73820939999999),201.9138,EPSG:4326
29864,POINT (-81.8961898 42.73822529999998),192.3022,EPSG:4326
29865,POINT (-81.8961902 42.7382413),181.5958,EPSG:4326
29866,POINT (-81.89619050000002 42.73825729999999),166.3175,EPSG:4326
29867,POINT (-81.8961912 42.73827319999998),158.8358,EPSG:4326
29868,POINT (-81.89619160000001 42.7382892),159.6957,EPSG:4326
29869,POINT (-81.89619190000002 42.73830529999998),161.6884,EPSG:4326
29870,POINT (-81.8961922 42.7383212),164.2262,EPSG:4326
29871,POINT (-81.8961923 42.73833729999998),163.2968,EPSG:4326
29872,POINT (-81.8961907 42.7383533),164.0955,EPSG:4326
29873,POINT (-81.89619000000002 42.738369199999994),161.3595,EPSG:4326
29874,POINT (-81.89618860000002 42.738384999999994),173.8097,EPSG:4326
29875,POINT (-81.89618720000001 42.73840089999999),171.2498,EPSG:4326
29876,POINT (-81.89618570000002 42.73841669999999),183.2761,EPSG:4326
29877,POINT (-81.896184 42.738432699999976),169.0483,EPSG:4326
29878,POINT (-81.8961826 42.738448499999976),186.3939,EPSG:4326
29879,POINT (-81.89618140000002 42.73846449999999),163.0447,EPSG:4326
29880,POINT (-81.89618000000002 42.73848029999999),179.1798,EPSG:4326
29881,POINT (-81.8961792 42.738496),178.3593,EPSG:4326
29882,POINT (-81.89617910000001 42.73851189999999),185.3991,EPSG:4326
29883,POINT (-81.8961789 42.738527799999986),186.5787,EPSG:4326
29884,POINT (-81.8961789 42.73854349999999),203.0215,EPSG:4326
29885,POINT (-81.8961794 42.73855929999999),199.205,EPSG:4326
29886,POINT (-81.8961798 42.738574899999975),206.1257,EPSG:4326
29887,POINT (-81.89618010000001 42.73859059999998),207.6655,EPSG:4326
29888,POINT (-81.89618090000002 42.73860639999998),214.8862,EPSG:4326
29889,POINT (-81.8961813 42.7386219),203.0513,EPSG:4326
29890,POINT (-81.89618229999999 42.738637599999976),202.8546,EPSG:4326
29891,POINT (-81.8961827 42.738653399999976),184.6866,EPSG:4326
29892,POINT (-81.8961836 42.73866899999999),193.695,EPSG:4326
29893,POINT (-81.8961845 42.73868449999998),186.3104,EPSG:4326
29894,POINT (-81.89618540000001 42.73870029999998),185.1685,EPSG:4326
29895,POINT (-81.89618670000002 42.73871599999998),183.2851,EPSG:4326
29896,POINT (-81.8961878 42.73873179999998),179.5502,EPSG:4326
29897,POINT (-81.8961893 42.73874759999998),191.0557,EPSG:4326
29898,POINT (-81.8961904 42.73876339999998),194.7482,EPSG:4326
29899,POINT (-81.89619160000001 42.73877909999999),186.5893,EPSG:4326
29900,POINT (-81.8961923 42.73879499999998),173.7442,EPSG:4326
29901,POINT (-81.8961927 42.738811),165.0192,EPSG:4326
29902,POINT (-81.89619300000001 42.7388268),165.408,EPSG:4326
29903,POINT (-81.8961931 42.738842799999986),174.7304,EPSG:4326
29904,POINT (-81.8961932 42.73885869999998),171.9846,EPSG:4326
29905,POINT (-81.8961928 42.7388747),178.2391,EPSG:4326
29906,POINT (-81.89619250000001 42.738890699999985),173.2892,EPSG:4326
29907,POINT (-81.8961918 42.7389067),183.0362,EPSG:4326
29912,POINT (-81.89618870000001 42.73898639999999),166.4865,EPSG:4326
29913,POINT (-81.8961878 42.73900219999999),153.5699,EPSG:4326
29916,POINT (-81.8964138 42.738895499999984),186.9953,EPSG:4326
29917,POINT (-81.896414 42.7388823),166.0314,EPSG:4326
29918,POINT (-81.896414 42.7388689),165.8964,EPSG:4326
29919,POINT (-81.896414 42.73885569999999),173.956,EPSG:4326
29920,POINT (-81.896414 42.73884219999999),162.0136,EPSG:4326
29921,POINT (-81.896414 42.73882889999999),164.5886,EPSG:4326
29922,POINT (-81.89641370000001 42.73881559999998),168.6691,EPSG:4326
29923,POINT (-81.89641320000001 42.73880219999998),171.8107,EPSG:4326
29924,POINT (-81.89641270000001 42.738788699999986),168.5481,EPSG:4326
29925,POINT (-81.89641170000002 42.738775299999986),172.6975,EPSG:4326
29926,POINT (-81.8964105 42.738761899999986),176.2968,EPSG:4326
29927,POINT (-81.8964096 42.7387483),189.7749,EPSG:4326
29928,POINT (-81.8964086 42.738734799999975),183.7486,EPSG:4326
29929,POINT (-81.8964076 42.73872129999998),196.0919,EPSG:4326
29930,POINT (-81.8964068 42.738707799999986),180.0056,EPSG:4326
29931,POINT (-81.8964063 42.73869399999998),177.3306,EPSG:4326
29932,POINT (-81.89640539999999 42.738680699999975),161.1586,EPSG:4326
29945,POINT (-81.8963996 42.73849279999999),158.7204,EPSG:4326
29946,POINT (-81.89640120000001 42.73847839999999),170.9618,EPSG:4326
29947,POINT (-81.8964029 42.73846379999998),184.1092,EPSG:4326
29948,POINT (-81.89640450000002 42.73844919999999),177.1148,EPSG:4326
29949,POINT (-81.89640590000002 42.73843449999998),196.0573,EPSG:4326
29950,POINT (-81.89640700000001 42.7384199),183.3283,EPSG:4326
29951,POINT (-81.89640790000001 42.738405099999994),184.7763,EPSG:4326
29952,POINT (-81.89640830000002 42.738390399999986),187.5279,EPSG:4326
29953,POINT (-81.89640840000001 42.7383758),195.73,EPSG:4326
29954,POINT (-81.8964081 42.738361),195.6705,EPSG:4326
29955,POINT (-81.89640780000002 42.73834629999999),204.6877,EPSG:4326
29956,POINT (-81.8964076 42.738331699999975),213.9498,EPSG:4326
29957,POINT (-81.89640729999999 42.738316999999995),210.1451,EPSG:4326
29958,POINT (-81.89640690000002 42.73830239999998),218.9759,EPSG:4326
29959,POINT (-81.89640650000001 42.7382877),218.6197,EPSG:4326
29960,POINT (-81.89640610000001 42.73827309999999),212.3254,EPSG:4326
29961,POINT (-81.8964057 42.73825839999998),195.9449,EPSG:4326
29962,POINT (-81.89640539999999 42.73824379999999),196.2795,EPSG:4326
29963,POINT (-81.8964053 42.738229099999984),178.3796,EPSG:4326
29964,POINT (-81.8964052 42.738214399999976),189.7127,EPSG:4326
29965,POINT (-81.8964053 42.73819979999999),181.6735,EPSG:4326
29966,POINT (-81.8964058 42.73818499999999),195.4227,EPSG:4326
29967,POINT (-81.8964062 42.73817029999998),197.0861,EPSG:4326
29968,POINT (-81.8964068 42.738155499999976),207.8378,EPSG:4326
29969,POINT (-81.89640740000002 42.7381407),197.7333,EPSG:4326
29970,POINT (-81.89640780000002 42.7381259),194.109,EPSG:4326
29971,POINT (-81.8964087 42.7381111),192.2025,EPSG:4326
29972,POINT (-81.896409 42.7380962),201.8709,EPSG:4326
29973,POINT (-81.8964091 42.738081299999976),192.6919,EPSG:4326
29974,POINT (-81.896409 42.7380665),219.2105,EPSG:4326
29975,POINT (-81.8964091 42.73805149999998),204.1392,EPSG:4326
29976,POINT (-81.8964092 42.73803659999999),227.2056,EPSG:4326
29977,POINT (-81.89640890000001 42.73802169999999),215.3677,EPSG:4326
29978,POINT (-81.8964087 42.73800689999999),229.7909,EPSG:4326
29979,POINT (-81.89640840000001 42.73799199999999),214.4274,EPSG:4326
29980,POINT (-81.89640800000001 42.73797729999998),212.8886,EPSG:4326
29981,POINT (-81.89640740000002 42.73796249999998),201.7904,EPSG:4326
29982,POINT (-81.89640700000001 42.73794769999998),209.668,EPSG:4326
29983,POINT (-81.89640640000002 42.737932899999976),206.6618,EPSG:4326
29984,POINT (-81.8964063 42.73791829999999),225.7245,EPSG:4326
29985,POINT (-81.89640650000001 42.73790349999999),229.1002,EPSG:4326
29986,POINT (-81.8964068 42.73788879999998),215.3443,EPSG:4326
29987,POINT (-81.8964071 42.73787399999998),213.6408,EPSG:4326
29988,POINT (-81.89640750000001 42.73785939999999),210.2081,EPSG:4326
29989,POINT (-81.8964081 42.737844799999976),212.0113,EPSG:4326
29990,POINT (-81.8964087 42.73783019999999),200.5669,EPSG:4326
29991,POINT (-81.89640890000001 42.73781549999998),198.2131,EPSG:4326
29992,POINT (-81.896409 42.73780099999999),208.6325,EPSG:4326
29993,POINT (-81.89640930000002 42.737786399999976),206.5687,EPSG:4326
29994,POINT (-81.8964095 42.737771699999996),196.3822,EPSG:4326
29995,POINT (-81.8964095 42.7377573),207.6231,EPSG:4326
29996,POINT (-81.8964095 42.73774259999999),203.5396,EPSG:4326
29997,POINT (-81.8964091 42.737727999999976),213.4979,EPSG:4326
29998,POINT (-81.896409 42.737713299999996),196.5726,EPSG:4326
29999,POINT (-81.8964087 42.73769869999998),213.9333,EPSG:4326
30000,POINT (-81.89640830000002 42.737684),204.7026,EPSG:4326
30001,POINT (-81.89640800000001 42.7376692),215.7831,EPSG:4326
30002,POINT (-81.8964077 42.7376543),200.4124,EPSG:4326
30003,POINT (-81.8964072 42.737639599999994),218.7221,EPSG:4326
30004,POINT (-81.89640640000002 42.73762499999998),207.8055,EPSG:4326
30005,POINT (-81.8964058 42.73761019999998),212.3293,EPSG:4326
30006,POINT (-81.8964053 42.73759559999999),215.9055,EPSG:4326
30007,POINT (-81.8964047 42.73758079999999),224.5683,EPSG:4326
30008,POINT (-81.8964042 42.737566199999975),230.649,EPSG:4326
30009,POINT (-81.8964038 42.737551499999995),228.4751,EPSG:4326
30010,POINT (-81.8964033 42.73753679999999),228.2771,EPSG:4326
30011,POINT (-81.8964029 42.73752209999998),231.3752,EPSG:4326
30012,POINT (-81.8964024 42.7375074),225.3625,EPSG:4326
30013,POINT (-81.8964023 42.7374925),227.192,EPSG:4326
30014,POINT (-81.8964019 42.73747789999999),215.6878,EPSG:4326
30015,POINT (-81.8964018 42.73746319999998),224.2554,EPSG:4326
30016,POINT (-81.89640160000002 42.73744859999999),214.0064,EPSG:4326
30017,POINT (-81.8964014 42.73743399999998),226.021,EPSG:4326
30018,POINT (-81.896401 42.73741939999999),217.1588,EPSG:4326
30019,POINT (-81.89640080000001 42.7374045),214.0005,EPSG:4326
30020,POINT (-81.89640080000001 42.73738979999999),216.9737,EPSG:4326
30021,POINT (-81.89640080000001 42.73737509999998),210.3751,EPSG:4326
30022,POINT (-81.89640059999999 42.737360499999994),205.3932,EPSG:4326
30023,POINT (-81.89640070000002 42.73734569999999),194.7069,EPSG:4326
30024,POINT (-81.8964005 42.73733099999998),207.8967,EPSG:4326
30025,POINT (-81.89640030000001 42.737316299999975),208.1878,EPSG:4326
30026,POINT (-81.8964 42.73730169999999),207.6918,EPSG:4326
30027,POINT (-81.8963999 42.73728689999999),180.1585,EPSG:4326
30028,POINT (-81.89639970000002 42.737272399999995),154.1167,EPSG:4326
30033,POINT (-81.8960668 42.737258),195.406,EPSG:4326
30034,POINT (-81.8960664 42.737270799999976),194.8047,EPSG:4326
30035,POINT (-81.89606600000002 42.7372833),200.5951,EPSG:4326
30036,POINT (-81.8960659 42.7372963),196.3858,EPSG:4326
30037,POINT (-81.89606570000001 42.73730889999999),194.5386,EPSG:4326
30038,POINT (-81.89606560000001 42.73732149999998),190.0228,EPSG:4326
30039,POINT (-81.89606570000001 42.737333999999976),180.9317,EPSG:4326
30040,POINT (-81.8960658 42.73734679999998),181.3158,EPSG:4326
30041,POINT (-81.8960663 42.7373594),182.782,EPSG:4326
30042,POINT (-81.89606650000002 42.73737199999999),192.9188,EPSG:4326
30043,POINT (-81.8960664 42.73738469999998),194.6797,EPSG:4326
30044,POINT (-81.89606650000002 42.73739759999998),214.1391,EPSG:4326
30045,POINT (-81.89606660000001 42.7374102),216.152,EPSG:4326
30046,POINT (-81.8960669 42.737422899999984),224.6137,EPSG:4326
30047,POINT (-81.8960673 42.737435799999986),214.4112,EPSG:4326
30048,POINT (-81.89606750000002 42.73744859999999),241.2751,EPSG:4326
30049,POINT (-81.89606790000002 42.7374614),216.9959,EPSG:4326
30050,POINT (-81.89606850000001 42.737474399999996),203.2646,EPSG:4326
30051,POINT (-81.8960688 42.7374873),201.0381,EPSG:4326
30052,POINT (-81.8960692 42.73750009999998),196.3198,EPSG:4326
30053,POINT (-81.8960696 42.7375131),170.7693,EPSG:4326
30054,POINT (-81.89606990000001 42.73752569999999),175.3712,EPSG:4326
30055,POINT (-81.89607030000002 42.73753879999998),164.9164,EPSG:4326
30056,POINT (-81.8960706 42.737551499999995),186.3871,EPSG:4326
30057,POINT (-81.896071 42.7375644),195.1245,EPSG:4326
30058,POINT (-81.89607140000001 42.7375773),211.8039,EPSG:4326
30059,POINT (-81.8960717 42.73759009999998),225.568,EPSG:4326
30060,POINT (-81.896072 42.737602899999985),251.9432,EPSG:4326
30061,POINT (-81.8960721 42.73761569999999),244.4609,EPSG:4326
30062,POINT (-81.89607240000001 42.7376285),241.7566,EPSG:4326
30063,POINT (-81.89607240000001 42.737641199999985),237.4111,EPSG:4326
30064,POINT (-81.89607270000002 42.73765399999999),238.3906,EPSG:4326
30065,POINT (-81.896073 42.7376668),219.3228,EPSG:4326
30066,POINT (-81.8960731 42.73767939999999),217.7067,EPSG:4326
30067,POINT (-81.89607320000002 42.737692099999975),219.9616,EPSG:4326
30068,POINT (-81.89607320000002 42.73770479999999),212.6877,EPSG:4326
30069,POINT (-81.89607320000002 42.73771739999998),214.0575,EPSG:4326
30070,POINT (-81.89607320000002 42.73773029999998),223.8491,EPSG:4326
30071,POINT (-81.8960734 42.737742999999995),234.1506,EPSG:4326
30072,POINT (-81.8960734 42.737756099999984),238.6375,EPSG:4326
30073,POINT (-81.8960736 42.737770599999976),222.0574,EPSG:4326
30074,POINT (-81.8960736 42.737784799999986),220.4816,EPSG:4326
30075,POINT (-81.89607380000001 42.73779909999999),211.8247,EPSG:4326
30076,POINT (-81.8960739 42.73781359999998),202.7225,EPSG:4326
30077,POINT (-81.8960739 42.73782779999999),221.9016,EPSG:4326
30078,POINT (-81.89607409999999 42.737842),200.739,EPSG:4326
30079,POINT (-81.8960744 42.7378564),207.4871,EPSG:4326
30080,POINT (-81.8960745 42.73787059999998),211.5016,EPSG:4326
30081,POINT (-81.89607480000001 42.737884699999995),227.3558,EPSG:4326
30082,POINT (-81.89607510000002 42.737899),210.9385,EPSG:4326
30083,POINT (-81.8960755 42.7379134),234.0005,EPSG:4326
30084,POINT (-81.896076 42.73792759999998),232.6839,EPSG:4326
30085,POINT (-81.8960763 42.73794169999999),241.8921,EPSG:4326
30086,POINT (-81.8960768 42.737956),227.3473,EPSG:4326
30087,POINT (-81.89607700000002 42.73797019999998),241.2777,EPSG:4326
30088,POINT (-81.8960769 42.7379842),232.5581,EPSG:4326
30089,POINT (-81.89607710000001 42.73799829999999),244.2047,EPSG:4326
30090,POINT (-81.89607720000001 42.7380124),237.518,EPSG:4326
30091,POINT (-81.8960774 42.73802649999999),244.5716,EPSG:4326
30092,POINT (-81.89607750000002 42.73804059999998),229.5753,EPSG:4326
30093,POINT (-81.8960778 42.73805489999998),229.4989,EPSG:4326
30094,POINT (-81.89607810000001 42.738068999999996),239.372,EPSG:4326
30095,POINT (-81.8960783 42.7380833),236.6549,EPSG:4326
30096,POINT (-81.8960784 42.73809729999999),241.4758,EPSG:4326
30097,POINT (-81.8960784 42.73811169999999),248.0102,EPSG:4326
30098,POINT (-81.8960778 42.73812609999999),236.1067,EPSG:4326
30099,POINT (-81.89607750000002 42.73814039999999),223.3246,EPSG:4326
30100,POINT (-81.8960774 42.738154899999984),225.3323,EPSG:4326
30101,POINT (-81.89607760000001 42.738169399999975),214.2365,EPSG:4326
30102,POINT (-81.8960777 42.738183599999985),220.9875,EPSG:4326
30103,POINT (-81.8960777 42.7381982),199.7678,EPSG:4326
30104,POINT (-81.8960778 42.7382126),210.6695,EPSG:4326
30105,POINT (-81.8960784 42.738226999999995),218.8259,EPSG:4326
30106,POINT (-81.8960787 42.73824139999999),222.5191,EPSG:4326
30107,POINT (-81.89607900000001 42.738255899999984),225.0463,EPSG:4326
30108,POINT (-81.89607910000001 42.73827029999998),241.5274,EPSG:4326
30109,POINT (-81.89607960000001 42.738284599999986),231.4235,EPSG:4326
30110,POINT (-81.89608000000001 42.738298999999984),247.6929,EPSG:4326
30111,POINT (-81.8960798 42.73831329999999),234.2149,EPSG:4326
30112,POINT (-81.89607950000001 42.73832779999998),249.8817,EPSG:4326
30113,POINT (-81.89607900000001 42.73834199999999),240.5577,EPSG:4326
30114,POINT (-81.8960782 42.73835639999999),240.5981,EPSG:4326
30116,POINT (-81.8960763 42.73838509999999),245.1773,EPSG:4326
30117,POINT (-81.89607510000002 42.73839939999999),235.1529,EPSG:4326
30118,POINT (-81.89607370000002 42.73841389999998),233.7122,EPSG:4326
30119,POINT (-81.8960721 42.73842819999999),227.4356,EPSG:4326
30120,POINT (-81.8960706 42.73844249999999),228.0114,EPSG:4326
30121,POINT (-81.8960693 42.738456799999994),210.5793,EPSG:4326
30122,POINT (-81.8960682 42.73847119999999),214.9309,EPSG:4326
30123,POINT (-81.8960673 42.73848529999998),204.0683,EPSG:4326
30124,POINT (-81.8960669 42.7384998),193.6279,EPSG:4326
30125,POINT (-81.8960668 42.73851389999999),183.0421,EPSG:4326
30126,POINT (-81.89606710000001 42.73852819999999),190.0405,EPSG:4326
30127,POINT (-81.8960673 42.73854229999998),212.0489,EPSG:4326
30128,POINT (-81.89606750000002 42.73855659999998),208.8621,EPSG:4326
30129,POINT (-81.89606750000002 42.738570899999985),208.5515,EPSG:4326
30130,POINT (-81.8960677 42.738585),213.1811,EPSG:4326
30131,POINT (-81.89606800000001 42.73859919999998),226.4494,EPSG:4326
30132,POINT (-81.89606840000002 42.73861339999999),219.8729,EPSG:4326
30133,POINT (-81.8960692 42.73862729999999),233.417,EPSG:4326
30134,POINT (-81.89606979999999 42.7386415),217.1515,EPSG:4326
30135,POINT (-81.89607050000001 42.738655799999975),226.6439,EPSG:4326
30136,POINT (-81.8960715 42.7386697),226.7412,EPSG:4326
30137,POINT (-81.89607240000001 42.73868399999998),237.2802,EPSG:4326
30138,POINT (-81.8960734 42.738698),220.64,EPSG:4326
30139,POINT (-81.8960744 42.73871219999998),217.4096,EPSG:4326
30140,POINT (-81.89607560000002 42.73872589999999),206.3311,EPSG:4326
30141,POINT (-81.8960768 42.73874029999999),204.7637,EPSG:4326
30142,POINT (-81.8960777 42.738754399999976),194.6334,EPSG:4326
30143,POINT (-81.8960784 42.73876869999998),214.2869,EPSG:4326
30144,POINT (-81.8960792 42.73878289999999),203.2092,EPSG:4326
30145,POINT (-81.89607990000002 42.73879719999999),197.0552,EPSG:4326
30146,POINT (-81.89608040000002 42.73881159999999),201.632,EPSG:4326
30147,POINT (-81.8960808 42.73882569999998),221.2112,EPSG:4326
30148,POINT (-81.89608100000001 42.73883999999998),207.0575,EPSG:4326
30149,POINT (-81.89608100000001 42.7388545),204.7639,EPSG:4326
30150,POINT (-81.89608100000001 42.73886869999998),206.6462,EPSG:4326
30151,POINT (-81.8960806 42.73888299999999),217.838,EPSG:4326
30152,POINT (-81.8960803 42.73889749999998),222.0979,EPSG:4326
30153,POINT (-81.8960801 42.73891169999999),228.6725,EPSG:4326
30154,POINT (-81.89607950000001 42.738926099999986),222.5551,EPSG:4326
30155,POINT (-81.89607889999999 42.73894059999998),236.3265,EPSG:4326
